Estimator,relationship,Relatedness_Value,,,,
LRM,Full-Sibs,0.3402,0.5,,,
LRM,Full-Sibs,0.3247,0.5,,,
LRM,Full-Sibs,0.3191,0.5,,,
LRM,Full-Sibs,0.2696,0.5,,,
LRM,Full-Sibs,0.5422,0.5,,,
LRM,Full-Sibs,0.5494,0.5,,,
LRM,Full-Sibs,0.4267,0.5,,,
LRM,Full-Sibs,0.7562,0.5,,,
LRM,Full-Sibs,0.6994,0.5,,,
LRM,Full-Sibs,0.4706,0.5,,,
LRM,Full-Sibs,0.69,0.5,,,
LRM,Full-Sibs,0.4078,0.5,,,
LRM,Full-Sibs,0.1813,0.5,,,
LRM,Full-Sibs,0.5886,0.5,,,
LRM,Full-Sibs,0.2947,0.5,,,
LRM,Full-Sibs,0.4302,0.5,,,
LRM,Full-Sibs,0.622,0.5,,,
LRM,Full-Sibs,0.4216,0.5,,,
LRM,Full-Sibs,0.5278,0.5,,,
LRM,Full-Sibs,0.624,0.5,,,
LRM,Full-Sibs,0.3007,0.5,,,
LRM,Full-Sibs,0.5687,0.5,,,
LRM,Full-Sibs,0.4965,0.5,,,
