Estimator,relationship,Relatedness_Value,,,
QGM,Parent-Offspring,0.4939,0.5,,
QGM,Parent-Offspring,0.5472,0.5,,
QGM,Parent-Offspring,0.4819,0.5,,
QGM,Parent-Offspring,0.4912,0.5,,
QGM,Parent-Offspring,0.5147,0.5,,
QGM,Parent-Offspring,0.4139,0.5,,
QGM,Parent-Offspring,0.6219,0.5,,
QGM,Parent-Offspring,0.4643,0.5,,
QGM,Parent-Offspring,0.5511,0.5,,
QGM,Parent-Offspring,0.4858,0.5,,
QGM,Parent-Offspring,0.5554,0.5,,
QGM,Parent-Offspring,0.4655,0.5,,
QGM,Parent-Offspring,0.4242,0.5,,
QGM,Parent-Offspring,0.4605,0.5,,
QGM,Parent-Offspring,0.3655,0.5,,
QGM,Parent-Offspring,0.5018,0.5,,
QGM,Parent-Offspring,0.6085,0.5,,
QGM,Parent-Offspring,0.5755,0.5,,
QGM,Parent-Offspring,0.5133,0.5,,
QGM,Parent-Offspring,0.5407,0.5,,
QGM,Parent-Offspring,0.5242,0.5,,
QGM,Parent-Offspring,0.5809,0.5,,
QGM,Parent-Offspring,0.6131,0.5,,
QGM,Parent-Offspring,0.5502,0.5,,
QGM,Parent-Offspring,0.4457,0.5,,
QGM,Parent-Offspring,0.4267,0.5,,
QGM,Parent-Offspring,0.7324,0.5,,
