Estimator,relationship,Relatedness_Value,,,
LRM,Parent-Offspring,0.5271,0.5,,
LRM,Parent-Offspring,0.3296,0.5,,
LRM,Parent-Offspring,0.5958,0.5,,
LRM,Parent-Offspring,0.4286,0.5,,
LRM,Parent-Offspring,0.6759,0.5,,
LRM,Parent-Offspring,0.4661,0.5,,
LRM,Parent-Offspring,0.4802,0.5,,
LRM,Parent-Offspring,0.5571,0.5,,
LRM,Parent-Offspring,0.479,0.5,,
LRM,Parent-Offspring,0.5452,0.5,,
LRM,Parent-Offspring,0.2362,0.5,,
LRM,Parent-Offspring,0.4029,0.5,,
LRM,Parent-Offspring,0.3135,0.5,,
LRM,Parent-Offspring,0.5116,0.5,,
LRM,Parent-Offspring,0.4882,0.5,,
LRM,Parent-Offspring,0.5371,0.5,,
LRM,Parent-Offspring,0.4596,0.5,,
LRM,Parent-Offspring,0.5477,0.5,,
LRM,Parent-Offspring,0.4475,0.5,,
LRM,Parent-Offspring,0.6469,0.5,,
LRM,Parent-Offspring,0.5393,0.5,,
LRM,Parent-Offspring,0.6121,0.5,,
LRM,Parent-Offspring,0.4333,0.5,,
LRM,Parent-Offspring,0.2876,0.5,,
LRM,Parent-Offspring,0.7589,0.5,,
