,Estimator,relationship,Relatedness_Value
701,QGM,Parent-Offspring,0.5056
702,QGM,Parent-Offspring,0.5579
703,QGM,Parent-Offspring,0.5295
704,QGM,Parent-Offspring,0.397
705,QGM,Parent-Offspring,0.6499
706,QGM,Parent-Offspring,0.5675
707,QGM,Parent-Offspring,0.5317
708,QGM,Parent-Offspring,0.5328
709,QGM,Parent-Offspring,0.4438
710,QGM,Parent-Offspring,0.5479
711,QGM,Parent-Offspring,0.5942
712,QGM,Parent-Offspring,0.3632
713,QGM,Parent-Offspring,0.5493
714,QGM,Parent-Offspring,0.4113
715,QGM,Parent-Offspring,0.6887
716,QGM,Parent-Offspring,0.4019
717,QGM,Parent-Offspring,0.4331
718,QGM,Parent-Offspring,0.3201
719,QGM,Parent-Offspring,0.4029
720,QGM,Parent-Offspring,0.4634
721,QGM,Parent-Offspring,0.3777
722,QGM,Parent-Offspring,0.5137
723,QGM,Parent-Offspring,0.4614
724,QGM,Parent-Offspring,0.6937
725,QGM,Parent-Offspring,0.3425
726,QGM,Parent-Offspring,0.5046
727,QGM,Parent-Offspring,0.3803
728,QGM,Parent-Offspring,0.4186
729,QGM,Parent-Offspring,0.4194
730,QGM,Parent-Offspring,0.5386
731,QGM,Parent-Offspring,0.5947
732,QGM,Parent-Offspring,0.5492
733,QGM,Parent-Offspring,0.5369
734,QGM,Parent-Offspring,0.3901
735,QGM,Parent-Offspring,0.5324
736,QGM,Parent-Offspring,0.5908
737,QGM,Parent-Offspring,0.39
738,QGM,Parent-Offspring,0.5872
739,QGM,Parent-Offspring,0.4682
740,QGM,Parent-Offspring,0.5461
741,QGM,Parent-Offspring,0.272
742,QGM,Parent-Offspring,0.4974
743,QGM,Parent-Offspring,0.6415
744,QGM,Parent-Offspring,0.5171
745,QGM,Parent-Offspring,0.5599
746,QGM,Parent-Offspring,0.4641
747,QGM,Parent-Offspring,0.4362
748,QGM,Parent-Offspring,0.3504
749,QGM,Parent-Offspring,0.5371
750,QGM,Parent-Offspring,0.5385
751,QGM,Parent-Offspring,0.4621
752,QGM,Parent-Offspring,0.4407
753,QGM,Parent-Offspring,0.4492
754,QGM,Parent-Offspring,0.513
755,QGM,Parent-Offspring,0.4209
756,QGM,Parent-Offspring,0.4202
757,QGM,Parent-Offspring,0.5068
758,QGM,Parent-Offspring,0.5846
759,QGM,Parent-Offspring,0.5189
760,QGM,Parent-Offspring,0.5907
761,QGM,Parent-Offspring,0.3762
762,QGM,Parent-Offspring,0.6569
763,QGM,Parent-Offspring,0.532
764,QGM,Parent-Offspring,0.3562
765,QGM,Parent-Offspring,0.4076
766,QGM,Parent-Offspring,0.5261
767,QGM,Parent-Offspring,0.5765
768,QGM,Parent-Offspring,0.515
769,QGM,Parent-Offspring,0.7107
770,QGM,Parent-Offspring,0.4496
771,QGM,Parent-Offspring,0.3653
772,QGM,Parent-Offspring,0.4456
773,QGM,Parent-Offspring,0.5318
774,QGM,Parent-Offspring,0.4151
775,QGM,Parent-Offspring,0.5521
776,QGM,Parent-Offspring,0.4516
777,QGM,Parent-Offspring,0.4678
778,QGM,Parent-Offspring,0.5779
779,QGM,Parent-Offspring,0.387
780,QGM,Parent-Offspring,0.6017
781,QGM,Parent-Offspring,0.5003
782,QGM,Parent-Offspring,0.6452
783,QGM,Parent-Offspring,0.5727
784,QGM,Parent-Offspring,0.5807
785,QGM,Parent-Offspring,0.6335
786,QGM,Parent-Offspring,0.6123
787,QGM,Parent-Offspring,0.5432
788,QGM,Parent-Offspring,0.4404
789,QGM,Parent-Offspring,0.5564
790,QGM,Parent-Offspring,0.4355
791,QGM,Parent-Offspring,0.4714
792,QGM,Parent-Offspring,0.5078
793,QGM,Parent-Offspring,0.4646
794,QGM,Parent-Offspring,0.4899
795,QGM,Parent-Offspring,0.5481
796,QGM,Parent-Offspring,0.4891
797,QGM,Parent-Offspring,0.4915
798,QGM,Parent-Offspring,0.4646
799,QGM,Parent-Offspring,0.5967
800,QGM,Parent-Offspring,0.4631
801,QGM,Parent-Offspring,0.5966
802,QGM,Parent-Offspring,0.5063
803,QGM,Parent-Offspring,0.48
804,QGM,Parent-Offspring,0.5081
805,QGM,Parent-Offspring,0.4968
806,QGM,Parent-Offspring,0.52
807,QGM,Parent-Offspring,0.5838
808,QGM,Parent-Offspring,0.3647
809,QGM,Parent-Offspring,0.4185
810,QGM,Parent-Offspring,0.3776
811,QGM,Parent-Offspring,0.5628
812,QGM,Parent-Offspring,0.2804
813,QGM,Parent-Offspring,0.478
814,QGM,Parent-Offspring,0.4382
815,QGM,Parent-Offspring,0.6352
816,QGM,Parent-Offspring,0.5085
817,QGM,Parent-Offspring,0.4727
818,QGM,Parent-Offspring,0.5685
819,QGM,Parent-Offspring,0.5707
820,QGM,Parent-Offspring,0.5733
821,QGM,Parent-Offspring,0.2763
822,QGM,Parent-Offspring,0.4498
823,QGM,Parent-Offspring,0.6638
824,QGM,Parent-Offspring,0.3759
825,QGM,Parent-Offspring,0.4909
826,QGM,Parent-Offspring,0.507
827,QGM,Parent-Offspring,0.4087
828,QGM,Parent-Offspring,0.3979
829,QGM,Parent-Offspring,0.4101
830,QGM,Parent-Offspring,0.2554
831,QGM,Parent-Offspring,0.2841
832,QGM,Parent-Offspring,0.4956
833,QGM,Parent-Offspring,0.3701
834,QGM,Parent-Offspring,0.4807
835,QGM,Parent-Offspring,0.5099
836,QGM,Parent-Offspring,0.5277
837,QGM,Parent-Offspring,0.6038
838,QGM,Parent-Offspring,0.5871
839,QGM,Parent-Offspring,0.5962
840,QGM,Parent-Offspring,0.2231
841,QGM,Parent-Offspring,0.626
842,QGM,Parent-Offspring,0.6249
843,QGM,Parent-Offspring,0.5266
844,QGM,Parent-Offspring,0.5899
845,QGM,Parent-Offspring,0.5526
846,QGM,Parent-Offspring,0.535
847,QGM,Parent-Offspring,0.4944
848,QGM,Parent-Offspring,0.467
849,QGM,Parent-Offspring,0.3968
850,QGM,Parent-Offspring,0.5229
851,QGM,Parent-Offspring,0.601
852,QGM,Parent-Offspring,0.491
853,QGM,Parent-Offspring,0.5627
854,QGM,Parent-Offspring,0.4213
855,QGM,Parent-Offspring,0.5514
856,QGM,Parent-Offspring,0.5982
857,QGM,Parent-Offspring,0.528
858,QGM,Parent-Offspring,0.4418
859,QGM,Parent-Offspring,0.5566
860,QGM,Parent-Offspring,0.4394
861,QGM,Parent-Offspring,0.512
862,QGM,Parent-Offspring,0.5777
863,QGM,Parent-Offspring,0.5156
864,QGM,Parent-Offspring,0.6388
865,QGM,Parent-Offspring,0.4113
866,QGM,Parent-Offspring,0.3278
867,QGM,Parent-Offspring,0.4227
868,QGM,Parent-Offspring,0.5827
869,QGM,Parent-Offspring,0.5571
870,QGM,Parent-Offspring,0.4674
871,QGM,Parent-Offspring,0.5333
872,QGM,Parent-Offspring,0.5653
873,QGM,Parent-Offspring,0.3688
874,QGM,Parent-Offspring,0.5639
875,QGM,Parent-Offspring,0.5828
876,QGM,Parent-Offspring,0.6674
877,QGM,Parent-Offspring,0.6751
878,QGM,Parent-Offspring,0.4346
879,QGM,Parent-Offspring,0.5161
880,QGM,Parent-Offspring,0.4566
881,QGM,Parent-Offspring,0.4704
882,QGM,Parent-Offspring,0.4175
883,QGM,Parent-Offspring,0.5297
884,QGM,Parent-Offspring,0.5157
885,QGM,Parent-Offspring,0.5434
886,QGM,Parent-Offspring,0.4496
887,QGM,Parent-Offspring,0.3405
888,QGM,Parent-Offspring,0.5796
889,QGM,Parent-Offspring,0.5993
890,QGM,Parent-Offspring,0.4287
891,QGM,Parent-Offspring,0.643
892,QGM,Parent-Offspring,0.4805
893,QGM,Parent-Offspring,0.5513
894,QGM,Parent-Offspring,0.5339
895,QGM,Parent-Offspring,0.4381
896,QGM,Parent-Offspring,0.6269
897,QGM,Parent-Offspring,0.4304
898,QGM,Parent-Offspring,0.3161
899,QGM,Parent-Offspring,0.4645
900,QGM,Parent-Offspring,0.6464
901,QGM,Parent-Offspring,0.6221
902,QGM,Parent-Offspring,0.4544
903,QGM,Parent-Offspring,0.6777
904,QGM,Parent-Offspring,0.6324
905,QGM,Parent-Offspring,0.5699
906,QGM,Parent-Offspring,0.5081
907,QGM,Parent-Offspring,0.5123
908,QGM,Parent-Offspring,0.4975
909,QGM,Parent-Offspring,0.6743
910,QGM,Parent-Offspring,0.4988
911,QGM,Parent-Offspring,0.3822
912,QGM,Parent-Offspring,0.6925
913,QGM,Parent-Offspring,0.442
914,QGM,Parent-Offspring,0.4882
915,QGM,Parent-Offspring,0.4834
916,QGM,Parent-Offspring,0.5198
917,QGM,Parent-Offspring,0.5247
918,QGM,Parent-Offspring,0.3923
919,QGM,Parent-Offspring,0.495
920,QGM,Parent-Offspring,0.585
921,QGM,Parent-Offspring,0.6167
922,QGM,Parent-Offspring,0.5685
923,QGM,Parent-Offspring,0.7324
924,QGM,Parent-Offspring,0.4231
925,QGM,Parent-Offspring,0.4964
926,QGM,Parent-Offspring,0.5317
927,QGM,Parent-Offspring,0.4925
928,QGM,Parent-Offspring,0.5999
929,QGM,Parent-Offspring,0.5618
930,QGM,Parent-Offspring,0.5713
931,QGM,Parent-Offspring,0.5412
932,QGM,Parent-Offspring,0.6507
933,QGM,Parent-Offspring,0.522
934,QGM,Parent-Offspring,0.5418
935,QGM,Parent-Offspring,0.4674
936,QGM,Parent-Offspring,0.4783
937,QGM,Parent-Offspring,0.413
938,QGM,Parent-Offspring,0.5097
939,QGM,Parent-Offspring,0.5704
940,QGM,Parent-Offspring,0.4131
941,QGM,Parent-Offspring,0.567
942,QGM,Parent-Offspring,0.6376
943,QGM,Parent-Offspring,0.4833
944,QGM,Parent-Offspring,0.5085
945,QGM,Parent-Offspring,0.6216
946,QGM,Parent-Offspring,0.596
947,QGM,Parent-Offspring,0.5399
948,QGM,Parent-Offspring,0.5708
949,QGM,Parent-Offspring,0.5296
950,QGM,Parent-Offspring,0.4857
951,QGM,Parent-Offspring,0.4799
952,QGM,Parent-Offspring,0.4838
953,QGM,Parent-Offspring,0.5403
954,QGM,Parent-Offspring,0.3543
955,QGM,Parent-Offspring,0.7053
956,QGM,Parent-Offspring,0.5464
957,QGM,Parent-Offspring,0.4999
958,QGM,Parent-Offspring,0.3642
959,QGM,Parent-Offspring,0.5429
960,QGM,Parent-Offspring,0.5571
961,QGM,Parent-Offspring,0.6156
962,QGM,Parent-Offspring,0.478
963,QGM,Parent-Offspring,0.4456
964,QGM,Parent-Offspring,0.4942
965,QGM,Parent-Offspring,0.6112
966,QGM,Parent-Offspring,0.5476
967,QGM,Parent-Offspring,0.5503
968,QGM,Parent-Offspring,0.5441
969,QGM,Parent-Offspring,0.4599
970,QGM,Parent-Offspring,0.4988
971,QGM,Parent-Offspring,0.5173
972,QGM,Parent-Offspring,0.5364
973,QGM,Parent-Offspring,0.5913
974,QGM,Parent-Offspring,0.4431
975,QGM,Parent-Offspring,0.5889
976,QGM,Parent-Offspring,0.6737
977,QGM,Parent-Offspring,0.5669
978,QGM,Parent-Offspring,0.5532
979,QGM,Parent-Offspring,0.4214
980,QGM,Parent-Offspring,0.5503
981,QGM,Parent-Offspring,0.6205
982,QGM,Parent-Offspring,0.5612
983,QGM,Parent-Offspring,0.4199
984,QGM,Parent-Offspring,0.5159
985,QGM,Parent-Offspring,0.5362
986,QGM,Parent-Offspring,0.3951
987,QGM,Parent-Offspring,0.4084
988,QGM,Parent-Offspring,0.5325
989,QGM,Parent-Offspring,0.4253
990,QGM,Parent-Offspring,0.6629
991,QGM,Parent-Offspring,0.5092
992,QGM,Parent-Offspring,0.4524
993,QGM,Parent-Offspring,0.5933
994,QGM,Parent-Offspring,0.6941
995,QGM,Parent-Offspring,0.5422
996,QGM,Parent-Offspring,0.5492
997,QGM,Parent-Offspring,0.6414
998,QGM,Parent-Offspring,0.4224
999,QGM,Parent-Offspring,0.3104
1000,QGM,Parent-Offspring,0.4522
1001,QGM,Parent-Offspring,0.4465
1002,QGM,Parent-Offspring,0.4874
1003,QGM,Parent-Offspring,0.5682
1004,QGM,Parent-Offspring,0.3879
1005,QGM,Parent-Offspring,0.5653
1006,QGM,Parent-Offspring,0.5532
1007,QGM,Parent-Offspring,0.646
1008,QGM,Parent-Offspring,0.5253
1009,QGM,Parent-Offspring,0.2377
1010,QGM,Parent-Offspring,0.4583
1011,QGM,Parent-Offspring,0.3312
1012,QGM,Parent-Offspring,0.4951
1013,QGM,Parent-Offspring,0.6106
1014,QGM,Parent-Offspring,0.6109
1015,QGM,Parent-Offspring,0.5108
1016,QGM,Parent-Offspring,0.5146
1017,QGM,Parent-Offspring,0.3958
1018,QGM,Parent-Offspring,0.5867
1019,QGM,Parent-Offspring,0.4845
1020,QGM,Parent-Offspring,0.4053
1021,QGM,Parent-Offspring,0.4203
1022,QGM,Parent-Offspring,0.4685
1023,QGM,Parent-Offspring,0.5324
1024,QGM,Parent-Offspring,0.5891
1025,QGM,Parent-Offspring,0.5755
1026,QGM,Parent-Offspring,0.5985
1027,QGM,Parent-Offspring,0.4598
1028,QGM,Parent-Offspring,0.6219
1029,QGM,Parent-Offspring,0.5444
1030,QGM,Parent-Offspring,0.5363
1031,QGM,Parent-Offspring,0.5934
1032,QGM,Parent-Offspring,0.642
1033,QGM,Parent-Offspring,0.4214
1034,QGM,Parent-Offspring,0.4641
1035,QGM,Parent-Offspring,0.6489
1036,QGM,Parent-Offspring,0.5046
1037,QGM,Parent-Offspring,0.5235
1038,QGM,Parent-Offspring,0.5883
1039,QGM,Parent-Offspring,0.605
1040,QGM,Parent-Offspring,0.4782
1041,QGM,Parent-Offspring,0.6058
1042,QGM,Parent-Offspring,0.4809
1043,QGM,Parent-Offspring,0.5371
1044,QGM,Parent-Offspring,0.3901
1045,QGM,Parent-Offspring,0.5961
1046,QGM,Parent-Offspring,0.3986
1047,QGM,Parent-Offspring,0.4897
1048,QGM,Parent-Offspring,0.3233
1049,QGM,Parent-Offspring,0.4335
1050,QGM,Parent-Offspring,0.6198
1051,QGM,Parent-Offspring,0.5484
1052,QGM,Parent-Offspring,0.4862
1053,QGM,Parent-Offspring,0.4912
1054,QGM,Parent-Offspring,0.567
1055,QGM,Parent-Offspring,0.4232
1056,QGM,Parent-Offspring,0.4936
1057,QGM,Parent-Offspring,0.6283
1058,QGM,Parent-Offspring,0.4106
1059,QGM,Parent-Offspring,0.4353
1060,QGM,Parent-Offspring,0.5132
1061,QGM,Parent-Offspring,0.5741
1062,QGM,Parent-Offspring,0.5171
1063,QGM,Parent-Offspring,0.5745
1064,QGM,Parent-Offspring,0.6189
1065,QGM,Parent-Offspring,0.2358
1066,QGM,Parent-Offspring,0.3587
1067,QGM,Parent-Offspring,0.4113
1068,QGM,Parent-Offspring,0.5054
1069,QGM,Parent-Offspring,0.5352
1070,QGM,Parent-Offspring,0.4293
1071,QGM,Parent-Offspring,0.5062
1072,QGM,Parent-Offspring,0.5778
1073,QGM,Parent-Offspring,0.4062
1074,QGM,Parent-Offspring,0.5757
1075,QGM,Parent-Offspring,0.4439
1076,QGM,Parent-Offspring,0.3251
1077,QGM,Parent-Offspring,0.5763
1078,QGM,Parent-Offspring,0.493
1079,QGM,Parent-Offspring,0.5471
1080,QGM,Parent-Offspring,0.5116
1081,QGM,Parent-Offspring,0.3219
1082,QGM,Parent-Offspring,0.551
1083,QGM,Parent-Offspring,0.6458
1084,QGM,Parent-Offspring,0.4704
1085,QGM,Parent-Offspring,0.4388
1086,QGM,Parent-Offspring,0.4758
1087,QGM,Parent-Offspring,0.4428
1088,QGM,Parent-Offspring,0.5584
1089,QGM,Parent-Offspring,0.4781
1090,QGM,Parent-Offspring,0.4203
1091,QGM,Parent-Offspring,0.4051
1092,QGM,Parent-Offspring,0.3734
1093,QGM,Parent-Offspring,0.507
1094,QGM,Parent-Offspring,0.3852
1095,QGM,Parent-Offspring,0.6631
1096,QGM,Parent-Offspring,0.5406
1097,QGM,Parent-Offspring,0.6287
1098,QGM,Parent-Offspring,0.3843
1099,QGM,Parent-Offspring,0.6393
1100,QGM,Parent-Offspring,0.6677
1101,QGM,Parent-Offspring,0.576
1102,QGM,Parent-Offspring,0.5404
1103,QGM,Parent-Offspring,0.4537
1104,QGM,Parent-Offspring,0.3511
1105,QGM,Parent-Offspring,0.5623
1106,QGM,Parent-Offspring,0.3956
1107,QGM,Parent-Offspring,0.5545
1108,QGM,Parent-Offspring,0.5448
1109,QGM,Parent-Offspring,0.6887
1110,QGM,Parent-Offspring,0.6012
1111,QGM,Parent-Offspring,0.4442
1112,QGM,Parent-Offspring,0.6132
1113,QGM,Parent-Offspring,0.4742
1114,QGM,Parent-Offspring,0.5224
1115,QGM,Parent-Offspring,0.5927
1116,QGM,Parent-Offspring,0.6052
1117,QGM,Parent-Offspring,0.5878
1118,QGM,Parent-Offspring,0.5209
1119,QGM,Parent-Offspring,0.45
1120,QGM,Parent-Offspring,0.5787
1121,QGM,Parent-Offspring,0.5061
1122,QGM,Parent-Offspring,0.6325
1123,QGM,Parent-Offspring,0.5282
1124,QGM,Parent-Offspring,0.5186
1125,QGM,Parent-Offspring,0.5314
1126,QGM,Parent-Offspring,0.3994
1127,QGM,Parent-Offspring,0.4722
1128,QGM,Parent-Offspring,0.6961
1129,QGM,Parent-Offspring,0.404
1130,QGM,Parent-Offspring,0.5115
1131,QGM,Parent-Offspring,0.6253
1132,QGM,Parent-Offspring,0.4917
1133,QGM,Parent-Offspring,0.5236
1134,QGM,Parent-Offspring,0.5366
1135,QGM,Parent-Offspring,0.4251
1136,QGM,Parent-Offspring,0.5443
1137,QGM,Parent-Offspring,0.4443
1138,QGM,Parent-Offspring,0.3821
1139,QGM,Parent-Offspring,0.4097
1140,QGM,Parent-Offspring,0.5404
1141,QGM,Parent-Offspring,0.5735
1142,QGM,Parent-Offspring,0.4039
1143,QGM,Parent-Offspring,0.602
1144,QGM,Parent-Offspring,0.3952
1145,QGM,Parent-Offspring,0.4378
1146,QGM,Parent-Offspring,0.2576
1147,QGM,Parent-Offspring,0.6897
1148,QGM,Parent-Offspring,0.5285
1149,QGM,Parent-Offspring,0.624
1150,QGM,Parent-Offspring,0.628
1151,QGM,Parent-Offspring,0.4893
1152,QGM,Parent-Offspring,0.5643
1153,QGM,Parent-Offspring,0.4958
1154,QGM,Parent-Offspring,0.5287
1155,QGM,Parent-Offspring,0.4736
1156,QGM,Parent-Offspring,0.4879
1157,QGM,Parent-Offspring,0.5157
1158,QGM,Parent-Offspring,0.4406
1159,QGM,Parent-Offspring,0.5076
1160,QGM,Parent-Offspring,0.5641
1161,QGM,Parent-Offspring,0.5551
1162,QGM,Parent-Offspring,0.4288
1163,QGM,Parent-Offspring,0.5453
1164,QGM,Parent-Offspring,0.3979
1165,QGM,Parent-Offspring,0.7181
1166,QGM,Parent-Offspring,0.5795
1167,QGM,Parent-Offspring,0.4226
1168,QGM,Parent-Offspring,0.4781
1169,QGM,Parent-Offspring,0.4116
1170,QGM,Parent-Offspring,0.5378
1171,QGM,Parent-Offspring,0.6615
1172,QGM,Parent-Offspring,0.4259
1173,QGM,Parent-Offspring,0.5543
1174,QGM,Parent-Offspring,0.4939
1175,QGM,Parent-Offspring,0.5472
1176,QGM,Parent-Offspring,0.4819
1177,QGM,Parent-Offspring,0.4912
1178,QGM,Parent-Offspring,0.5147
1179,QGM,Parent-Offspring,0.4139
1180,QGM,Parent-Offspring,0.6219
1181,QGM,Parent-Offspring,0.4643
1182,QGM,Parent-Offspring,0.5511
1183,QGM,Parent-Offspring,0.4858
1184,QGM,Parent-Offspring,0.5554
1185,QGM,Parent-Offspring,0.4655
1186,QGM,Parent-Offspring,0.4242
1187,QGM,Parent-Offspring,0.4605
1188,QGM,Parent-Offspring,0.3655
1189,QGM,Parent-Offspring,0.5018
1190,QGM,Parent-Offspring,0.6085
1191,QGM,Parent-Offspring,0.5755
1192,QGM,Parent-Offspring,0.5133
1193,QGM,Parent-Offspring,0.5407
1194,QGM,Parent-Offspring,0.5242
1195,QGM,Parent-Offspring,0.5809
1196,QGM,Parent-Offspring,0.6131
1197,QGM,Parent-Offspring,0.5502
1198,QGM,Parent-Offspring,0.4457
1199,QGM,Parent-Offspring,0.4267
1200,QGM,Parent-Offspring,0.7324
1201,LRM,Full-Sibs,0.784
1202,LRM,Full-Sibs,0.3064
1203,LRM,Full-Sibs,0.4605
1204,LRM,Full-Sibs,0.5907
1205,LRM,Full-Sibs,0.6195
1206,LRM,Full-Sibs,0.3921
1207,LRM,Full-Sibs,0.5415
1208,LRM,Full-Sibs,0.6595
1209,LRM,Full-Sibs,0.4022
1210,LRM,Full-Sibs,0.1541
1211,LRM,Full-Sibs,0.5132
1212,LRM,Full-Sibs,0.4979
1213,LRM,Full-Sibs,0.654
1214,LRM,Full-Sibs,0.5534
1215,LRM,Full-Sibs,0.6329
1216,LRM,Full-Sibs,0.6468
1217,LRM,Full-Sibs,0.3893
1218,LRM,Full-Sibs,0.5218
1219,LRM,Full-Sibs,0.5628
1220,LRM,Full-Sibs,0.5558
1221,LRM,Full-Sibs,0.2815
1222,LRM,Full-Sibs,0.2239
1223,LRM,Full-Sibs,0.5122
1224,LRM,Full-Sibs,0.4413
1225,LRM,Full-Sibs,0.3847
1226,LRM,Full-Sibs,0.6625
1227,LRM,Full-Sibs,0.5917
1228,LRM,Full-Sibs,0.4928
1229,LRM,Full-Sibs,0.6392
1230,LRM,Full-Sibs,0.4132
1231,LRM,Full-Sibs,0.3524
1232,LRM,Full-Sibs,0.7537
1233,LRM,Full-Sibs,0.4836
1234,LRM,Full-Sibs,0.4345
1235,LRM,Full-Sibs,0.5193
1236,LRM,Full-Sibs,0.7384
1237,LRM,Full-Sibs,0.5429
1238,LRM,Full-Sibs,0.5867
1239,LRM,Full-Sibs,0.4252
1240,LRM,Full-Sibs,0.6888
1241,LRM,Full-Sibs,0.3852
1242,LRM,Full-Sibs,0.6735
1243,LRM,Full-Sibs,0.4222
1244,LRM,Full-Sibs,0.5567
1245,LRM,Full-Sibs,0.3673
1246,LRM,Full-Sibs,0.61
1247,LRM,Full-Sibs,0.5347
1248,LRM,Full-Sibs,0.6263
1249,LRM,Full-Sibs,0.7732
1250,LRM,Full-Sibs,0.4493
1251,LRM,Full-Sibs,0.388
1252,LRM,Full-Sibs,0.4399
1253,LRM,Full-Sibs,0.4288
1254,LRM,Full-Sibs,0.7441
1255,LRM,Full-Sibs,0.6775
1256,LRM,Full-Sibs,0.5659
1257,LRM,Full-Sibs,0.4428
1258,LRM,Full-Sibs,0.403
1259,LRM,Full-Sibs,0.5191
1260,LRM,Full-Sibs,0.5065
1261,LRM,Full-Sibs,0.4442
1262,LRM,Full-Sibs,0.6559
1263,LRM,Full-Sibs,0.443
1264,LRM,Full-Sibs,0.6466
1265,LRM,Full-Sibs,0.5693
1266,LRM,Full-Sibs,0.4253
1267,LRM,Full-Sibs,0.4847
1268,LRM,Full-Sibs,0.6663
1269,LRM,Full-Sibs,0.8119
1270,LRM,Full-Sibs,0.4968
1271,LRM,Full-Sibs,0.4506
1272,LRM,Full-Sibs,0.3577
1273,LRM,Full-Sibs,0.2983
1274,LRM,Full-Sibs,0.4173
1275,LRM,Full-Sibs,0.5788
1276,LRM,Full-Sibs,0.6859
1277,LRM,Full-Sibs,0.5943
1278,LRM,Full-Sibs,0.3561
1279,LRM,Full-Sibs,0.5686
1280,LRM,Full-Sibs,0.5552
1281,LRM,Full-Sibs,0.4563
1282,LRM,Full-Sibs,0.668
1283,LRM,Full-Sibs,0.7322
1284,LRM,Full-Sibs,0.5456
1285,LRM,Full-Sibs,0.3851
1286,LRM,Full-Sibs,0.5113
1287,LRM,Full-Sibs,0.3184
1288,LRM,Full-Sibs,0.4063
1289,LRM,Full-Sibs,0.6845
1290,LRM,Full-Sibs,0.4496
1291,LRM,Full-Sibs,0.4959
1292,LRM,Full-Sibs,0.5798
1293,LRM,Full-Sibs,0.5848
1294,LRM,Full-Sibs,0.7926
1295,LRM,Full-Sibs,0.1006
1296,LRM,Full-Sibs,0.3866
1297,LRM,Full-Sibs,0.5453
1298,LRM,Full-Sibs,0.5095
1299,LRM,Full-Sibs,0.4332
1300,LRM,Full-Sibs,0.5711
1301,LRM,Full-Sibs,0.5261
1302,LRM,Full-Sibs,0.7699
1303,LRM,Full-Sibs,0.4356
1304,LRM,Full-Sibs,0.6843
1305,LRM,Full-Sibs,0.5597
1306,LRM,Full-Sibs,0.6748
1307,LRM,Full-Sibs,0.6261
1308,LRM,Full-Sibs,0.5397
1309,LRM,Full-Sibs,0.4812
1310,LRM,Full-Sibs,0.5705
1311,LRM,Full-Sibs,0.2975
1312,LRM,Full-Sibs,0.5591
1313,LRM,Full-Sibs,0.4079
1314,LRM,Full-Sibs,0.5539
1315,LRM,Full-Sibs,0.4871
1316,LRM,Full-Sibs,0.5161
1317,LRM,Full-Sibs,0.4366
1318,LRM,Full-Sibs,0.435
1319,LRM,Full-Sibs,0.6472
1320,LRM,Full-Sibs,0.647
1321,LRM,Full-Sibs,0.5904
1322,LRM,Full-Sibs,0.5021
1323,LRM,Full-Sibs,0.2653
1324,LRM,Full-Sibs,0.3006
1325,LRM,Full-Sibs,0.4057
1326,LRM,Full-Sibs,0.5942
1327,LRM,Full-Sibs,0.3999
1328,LRM,Full-Sibs,0.2831
1329,LRM,Full-Sibs,0.5125
1330,LRM,Full-Sibs,0.5392
1331,LRM,Full-Sibs,0.5635
1332,LRM,Full-Sibs,0.4387
1333,LRM,Full-Sibs,0.2999
1334,LRM,Full-Sibs,0.5182
1335,LRM,Full-Sibs,0.7141
1336,LRM,Full-Sibs,0.5383
1337,LRM,Full-Sibs,0.2739
1338,LRM,Full-Sibs,-0.0178
1339,LRM,Full-Sibs,0.5719
1340,LRM,Full-Sibs,0.4868
1341,LRM,Full-Sibs,0.6338
1342,LRM,Full-Sibs,0.474
1343,LRM,Full-Sibs,0.4218
1344,LRM,Full-Sibs,0.3312
1345,LRM,Full-Sibs,0.6055
1346,LRM,Full-Sibs,0.6045
1347,LRM,Full-Sibs,0.3482
1348,LRM,Full-Sibs,0.7104
1349,LRM,Full-Sibs,0.438
1350,LRM,Full-Sibs,0.5922
1351,LRM,Full-Sibs,0.7371
1352,LRM,Full-Sibs,0.4847
1353,LRM,Full-Sibs,0.5256
1354,LRM,Full-Sibs,0.3757
1355,LRM,Full-Sibs,0.3932
1356,LRM,Full-Sibs,0.5129
1357,LRM,Full-Sibs,0.6703
1358,LRM,Full-Sibs,0.5297
1359,LRM,Full-Sibs,0.125
1360,LRM,Full-Sibs,0.5505
1361,LRM,Full-Sibs,0.5542
1362,LRM,Full-Sibs,0.5346
1363,LRM,Full-Sibs,0.5347
1364,LRM,Full-Sibs,0.0896
1365,LRM,Full-Sibs,0.5935
1366,LRM,Full-Sibs,0.6094
1367,LRM,Full-Sibs,0.574
1368,LRM,Full-Sibs,0.4252
1369,LRM,Full-Sibs,0.5721
1370,LRM,Full-Sibs,0.5834
1371,LRM,Full-Sibs,0.6229
1372,LRM,Full-Sibs,0.4377
1373,LRM,Full-Sibs,0.6329
1374,LRM,Full-Sibs,0.6908
1375,LRM,Full-Sibs,0.4323
1376,LRM,Full-Sibs,0.7034
1377,LRM,Full-Sibs,0.3581
1378,LRM,Full-Sibs,0.5645
1379,LRM,Full-Sibs,0.452
1380,LRM,Full-Sibs,0.4723
1381,LRM,Full-Sibs,0.2314
1382,LRM,Full-Sibs,0.5952
1383,LRM,Full-Sibs,0.4648
1384,LRM,Full-Sibs,0.7657
1385,LRM,Full-Sibs,0.5955
1386,LRM,Full-Sibs,0.3076
1387,LRM,Full-Sibs,0.4535
1388,LRM,Full-Sibs,0.2768
1389,LRM,Full-Sibs,0.5094
1390,LRM,Full-Sibs,0.4533
1391,LRM,Full-Sibs,0.4595
